cake_age_days,signup_season,last_order_days_ago,tasty_level,Cherry_or_not,Look_of_cake,Cream_level,layer_count
10,2,122,0,0,2,0,0
232,0,67,5,1,2,7,2
211,0,75,5,1,3,7,2
15,0,134,0,0,1,1,0
200,1,65,5,1,3,6,2
221,1,66,5,1,4,8,2
416,1,19,9,1,5,12,4
147,2,109,3,0,2,4,1
246,1,60,4,1,2,6,2
418,1,1,9,1,6,14,4
301,2,32,7,1,3,10,3
415,2,17,8,1,5,13,4
438,3,9,9,1,5,12,4
220,0,63,4,1,3,6,2
344,1,43,7,1,3,11,3
100,3,91,3,0,2,4,1
222,2,74,5,1,2,6,2
341,0,41,7,1,5,11,3
222,3,65,5,1,2,6,2
309,2,38,7,1,5,11,3
319,0,39,7,1,4,10,3
111,0,101,2,0,1,4,1
430,0,9,9,1,5,12,4
240,3,69,5,1,3,6,2
113,1,91,3,0,1,5,1
405,3,12,9,1,6,12,4
236,1,68,5,1,3,7,2
343,3,38,7,1,3,9,3
225,3,61,4,1,4,6,2
214,2,77,5,1,4,8,2
301,1,47,7,1,3,11,3
200,2,62,4,1,4,6,2
222,2,74,5,1,4,8,2
102,3,105,2,0,1,3,1
402,3,15,8,1,6,13,4
28,2,131,0,0,0,0,0
421,0,18,9,1,5,14,4
213,1,75,4,1,2,6,2
311,0,35,7,1,5,10,3
415,1,18,8,1,6,14,4
144,0,98,2,0,1,3,1
231,0,62,4,1,3,8,2
303,3,40,7,1,4,11,3
305,2,47,7,1,3,9,3
236,2,66,4,1,2,7,2
337,2,43,7,1,3,9,3
321,1,36,6,1,4,9,3
338,0,45,7,1,5,11,3
319,2,45,6,1,4,11,3
207,0,66,4,1,3,6,2
426,0,12,8,1,6,13,4
223,0,62,5,1,4,8,2
26,2,122,1,0,1,2,0
219,3,64,5,1,2,6,2
141,3,98,2,0,2,5,1
109,1,91,2,0,3,3,1
119,1,102,2,0,1,4,1
10,3,128,1,0,1,0,0
300,1,46,7,1,5,10,3
49,0,139,0,0,2,1,0
124,3,102,3,0,1,4,1
42,1,136,0,0,2,0,0
11,2,133,0,0,0,2,0
109,1,100,3,0,2,4,1
216,0,71,5,1,2,7,2
405,0,11,8,1,4,13,4
413,2,16,8,1,4,14,4
417,0,16,8,1,4,13,4
134,1,90,3,0,1,3,1
125,3,100,2,0,2,3,1
6,0,126,1,0,1,0,0
341,0,35,6,1,4,11,3
11,1,130,0,0,1,1,0
207,1,71,5,1,4,8,2
112,2,108,2,0,1,3,1
123,3,102,2,0,2,4,1
430,0,8,9,1,5,14,4
303,2,36,6,1,5,11,3
313,2,42,7,1,4,9,3
239,0,71,5,1,3,7,2
402,0,19,8,1,4,12,4
336,2,38,7,1,4,9,3
400,0,0,9,1,5,13,4
130,0,100,3,0,2,3,1
228,3,69,5,1,2,6,2
311,1,37,6,1,5,10,3
204,0,77,5,1,4,6,2
412,3,2,9,1,4,12,4
406,2,0,8,1,4,12,4
221,3,62,5,1,2,6,2
241,0,75,4,1,4,6,2
249,1,68,5,1,2,6,2
436,3,15,9,1,6,12,4
343,3,36,6,1,4,10,3
10,1,133,1,0,1,0,0
218,3,70,5,1,2,6,2
8,1,132,1,0,0,0,0
310,0,45,7,1,5,9,3
243,0,72,4,1,4,6,2
206,3,70,4,1,3,7,2
331,1,30,6,1,4,11,3
20,0,123,1,0,0,1,0
106,3,94,3,0,2,4,1
228,3,71,5,1,2,6,2
123,3,103,2,0,1,3,1
241,0,71,4,1,3,8,2
423,3,15,8,1,4,12,4
339,1,33,7,1,5,10,3
426,0,7,9,1,4,14,4
444,1,2,9,1,4,14,4
205,2,61,4,1,4,7,2
106,0,100,2,0,2,4,1
126,0,94,2,0,2,3,1
309,1,39,7,1,4,10,3
340,3,43,6,1,5,9,3
102,1,95,3,0,2,5,1
221,3,65,5,1,4,7,2
210,1,75,4,1,2,8,2
230,0,63,5,1,3,7,2
441,0,1,9,1,6,13,4
245,2,63,4,1,4,8,2
403,3,12,8,1,5,14,4
201,3,64,4,1,3,6,2
320,2,31,7,1,3,11,3
446,3,7,8,1,5,12,4
435,0,1,9,1,6,13,4
23,3,131,0,0,1,2,0
102,1,109,3,0,2,5,1
245,2,72,4,1,2,6,2
230,3,67,4,1,2,7,2
309,2,44,6,1,3,11,3
409,1,10,8,1,5,12,4
136,3,93,2,0,2,3,1
210,2,79,5,1,2,6,2
112,3,92,2,0,1,4,1
419,2,16,9,1,6,14,4
445,3,18,8,1,4,13,4
234,1,66,4,1,2,7,2
126,0,99,3,0,3,4,1
302,0,45,6,1,3,11,3
322,0,41,6,1,5,10,3
220,1,76,4,1,4,7,2
430,1,5,8,1,4,13,4
444,2,19,9,1,6,14,4
220,3,61,5,1,2,6,2
243,3,68,5,1,3,6,2
107,0,93,2,0,1,5,1
227,3,64,4,1,4,6,2
221,0,70,5,1,2,7,2
225,0,63,4,1,2,8,2
46,3,139,0,0,2,0,0
145,3,104,2,0,2,5,1
107,2,105,2,0,2,3,1
230,1,60,5,1,3,6,2
302,2,32,7,1,3,10,3
317,0,41,6,1,4,9,3
211,2,61,5,1,2,6,2
238,0,60,4,1,3,6,2
330,0,34,6,1,3,9,3
239,2,79,4,1,3,8,2
434,0,13,8,1,4,14,4
244,0,72,4,1,4,6,2
336,3,34,6,1,4,11,3
47,3,123,1,0,1,0,0
319,3,34,7,1,4,11,3
417,0,2,8,1,4,14,4
428,1,12,9,1,4,12,4
417,3,15,8,1,6,12,4
136,3,104,2,0,3,4,1
209,0,70,4,1,2,8,2
204,1,63,4,1,2,7,2
233,2,63,4,1,3,8,2
139,0,94,2,0,1,5,1
432,3,0,9,1,5,14,4
418,3,1,9,1,6,12,4
249,1,69,5,1,4,6,2
146,3,104,2,0,1,3,1
113,3,99,2,0,3,3,1
325,0,35,7,1,3,10,3
205,0,76,4,1,2,7,2
438,1,5,8,1,6,12,4
321,1,40,6,1,3,10,3
303,1,45,7,1,5,10,3
233,0,71,4,1,2,7,2
47,3,121,0,0,1,2,0
403,1,0,8,1,5,12,4
301,2,40,7,1,5,11,3
422,3,16,9,1,6,14,4
219,2,66,4,1,3,8,2
326,3,38,7,1,3,10,3
12,1,135,0,0,1,2,0
334,3,43,7,1,4,11,3
340,2,38,7,1,4,11,3
318,1,49,6,1,4,11,3
320,2,34,6,1,3,9,3
108,1,99,2,0,1,5,1
410,3,15,8,1,4,14,4
434,2,8,9,1,4,13,4
9,2,128,1,0,2,0,0
440,0,8,8,1,4,12,4
105,0,103,2,0,3,3,1
338,0,42,6,1,5,9,3
220,2,75,4,1,3,8,2
413,3,8,8,1,6,13,4
142,1,106,2,0,2,4,1
249,0,77,5,1,3,7,2
238,0,63,4,1,4,6,2
238,3,76,4,1,4,8,2
344,2,30,7,1,3,10,3
147,1,92,3,0,1,4,1
311,2,34,7,1,5,10,3
433,3,0,8,1,6,13,4
338,3,41,7,1,4,10,3
409,1,10,8,1,4,12,4
209,3,72,5,1,4,8,2
237,2,68,4,1,3,6,2
224,3,67,5,1,3,6,2
11,1,129,0,0,1,0,0
400,3,4,8,1,5,13,4
125,1,101,2,0,1,4,1
435,2,2,9,1,5,12,4
12,1,126,0,0,0,2,0
318,0,46,6,1,3,11,3
136,3,102,3,0,2,5,1
30,0,135,0,0,2,0,0
328,3,36,6,1,5,10,3
126,2,102,3,0,2,4,1
318,3,47,6,1,4,9,3
211,1,64,4,1,3,7,2
123,3,107,2,0,3,3,1
438,3,5,8,1,5,12,4
220,3,71,4,1,4,7,2
323,1,38,7,1,5,10,3
221,3,66,5,1,2,8,2
338,1,33,6,1,5,11,3
230,3,72,5,1,3,6,2
118,2,99,2,0,1,4,1
212,3,60,5,1,2,7,2
247,0,74,5,1,4,7,2
233,2,66,5,1,4,8,2
349,0,39,6,1,5,11,3
341,3,32,6,1,4,9,3
33,0,138,0,0,2,1,0
226,2,68,4,1,3,8,2
233,2,68,5,1,2,6,2
38,2,134,1,0,2,2,0
126,2,108,3,0,3,3,1
32,0,128,0,0,0,2,0
403,2,8,8,1,6,13,4
327,3,45,7,1,5,9,3
6,1,130,1,0,2,0,0
25,3,132,1,0,2,2,0
325,1,37,6,1,4,9,3
249,1,61,5,1,4,8,2
320,0,37,6,1,4,9,3
416,2,5,9,1,6,14,4
231,2,66,4,1,3,7,2
126,0,92,2,0,2,5,1
343,0,43,7,1,4,9,3
401,1,19,9,1,5,12,4
243,0,67,4,1,4,6,2
348,2,36,7,1,4,11,3
225,2,71,5,1,3,7,2
227,1,65,4,1,3,8,2
320,0,46,7,1,4,10,3
439,3,4,8,1,4,12,4
347,1,49,6,1,5,9,3
338,0,48,6,1,3,9,3
134,3,99,3,0,1,3,1
125,3,103,3,0,2,4,1
220,2,71,4,1,2,6,2
105,3,107,2,0,2,3,1
331,0,37,7,1,3,10,3
101,0,98,2,0,1,3,1
311,1,46,6,1,3,10,3
317,0,40,6,1,3,9,3
213,1,73,5,1,3,8,2
105,2,101,3,0,3,3,1
301,2,40,6,1,5,10,3
422,1,7,8,1,6,13,4
315,0,41,7,1,5,9,3
17,0,133,1,0,1,1,0
1,0,131,1,0,2,2,0
201,0,69,5,1,4,7,2
144,0,102,2,0,3,4,1
344,3,46,7,1,5,11,3
322,1,49,7,1,5,11,3
144,0,109,2,0,2,4,1
237,3,76,4,1,3,7,2
147,0,97,2,0,2,4,1
401,0,0,9,1,6,14,4
209,3,61,4,1,4,6,2
315,3,48,7,1,3,10,3
242,0,72,5,1,4,7,2
349,3,38,7,1,5,10,3
243,0,78,4,1,3,7,2
221,1,70,5,1,4,7,2
342,0,49,7,1,5,9,3
215,1,76,4,1,4,7,2
146,0,102,2,0,2,5,1
132,0,91,3,0,2,3,1
239,3,72,5,1,3,7,2
223,2,76,4,1,2,7,2
324,0,31,6,1,5,11,3
440,3,4,9,1,4,13,4
10,2,130,1,0,1,1,0
138,3,96,2,0,1,5,1
111,3,99,2,0,1,4,1
238,3,71,5,1,4,7,2
205,1,68,5,1,4,8,2
345,1,49,6,1,4,10,3
103,2,95,2,0,3,3,1
212,2,64,5,1,3,6,2
447,0,4,8,1,5,12,4
401,0,6,9,1,5,13,4
410,3,14,8,1,4,14,4
326,3,42,6,1,5,11,3
432,1,9,8,1,4,12,4
145,3,91,2,0,2,4,1
146,3,107,2,0,3,5,1
40,1,135,0,0,0,2,0
323,2,48,7,1,5,10,3
421,1,18,8,1,4,13,4
122,2,91,2,0,2,4,1
335,1,40,6,1,3,10,3
300,0,32,7,1,5,9,3
423,2,6,9,1,4,13,4
312,1,45,6,1,3,9,3
417,1,19,8,1,5,13,4
206,3,71,5,1,3,6,2
239,2,79,5,1,2,8,2
203,2,79,4,1,3,6,2
219,3,75,4,1,2,6,2
45,2,137,1,0,0,1,0
309,2,48,7,1,4,11,3
306,2,49,6,1,4,11,3
338,1,46,7,1,4,11,3
245,2,73,4,1,2,7,2
242,1,60,5,1,3,8,2
224,0,69,5,1,3,6,2
18,3,131,1,0,1,2,0
243,0,68,5,1,3,6,2
139,1,95,3,0,2,3,1
19,1,139,0,0,2,2,0
328,2,39,7,1,4,9,3
4,0,132,1,0,0,0,0
429,2,13,9,1,6,13,4
227,2,61,5,1,4,7,2
438,3,1,9,1,6,12,4
48,3,138,0,0,0,0,0
244,0,63,5,1,3,6,2
239,2,65,5,1,2,7,2
327,1,30,6,1,5,10,3
225,2,68,5,1,3,6,2
100,2,103,2,0,3,3,1
410,0,6,9,1,6,12,4
200,2,66,5,1,4,8,2
44,1,128,1,0,2,1,0
213,1,78,5,1,2,7,2
320,3,35,6,1,5,11,3
100,2,103,3,0,2,5,1
213,2,62,4,1,4,6,2
9,3,133,0,0,2,1,0
225,3,64,4,1,3,6,2
334,0,43,7,1,4,10,3
219,3,69,4,1,2,7,2
202,0,70,5,1,4,7,2
24,0,125,0,0,0,1,0
149,1,97,3,0,3,4,1
123,2,102,2,0,2,5,1
205,3,68,4,1,2,6,2
201,3,78,4,1,2,6,2
429,2,2,8,1,6,12,4
3,0,131,1,0,2,1,0
233,1,77,4,1,3,6,2
219,2,70,5,1,3,7,2
234,0,74,4,1,4,8,2
449,0,14,8,1,6,14,4
149,0,109,2,0,2,5,1
17,0,134,1,0,0,1,0
336,1,34,7,1,3,11,3
204,3,66,4,1,3,7,2
14,1,120,0,0,0,1,0
139,3,102,2,0,2,4,1
233,2,73,4,1,2,6,2
339,1,33,6,1,4,10,3
137,3,104,2,0,3,3,1
218,2,71,4,1,4,6,2
242,2,67,4,1,2,8,2
220,2,72,5,1,2,8,2
403,3,2,8,1,4,13,4
20,2,121,0,0,2,2,0
430,3,10,8,1,4,12,4
225,2,74,5,1,2,7,2
309,1,48,7,1,4,9,3
207,3,71,5,1,2,6,2
217,3,71,5,1,2,6,2
417,0,12,9,1,5,12,4
412,3,17,8,1,4,12,4
101,0,103,3,0,3,4,1
109,0,91,3,0,3,4,1
248,0,72,4,1,4,8,2
448,3,0,8,1,5,13,4
244,1,74,5,1,3,6,2
339,0,39,7,1,4,11,3
313,3,44,7,1,5,9,3
302,3,41,6,1,4,10,3
243,0,74,4,1,3,7,2
200,1,79,4,1,3,8,2
414,2,14,9,1,4,13,4
344,3,32,6,1,5,10,3
333,3,33,7,1,5,10,3
235,2,75,4,1,3,7,2
338,3,39,7,1,4,9,3
109,2,107,2,0,1,4,1
112,1,109,3,0,2,3,1
330,1,47,7,1,4,9,3
224,3,62,5,1,4,6,2
320,2,33,6,1,3,10,3
145,0,102,3,0,1,4,1
207,0,72,5,1,4,8,2
207,2,69,4,1,4,6,2
217,1,71,5,1,4,6,2
147,2,94,2,0,1,4,1
316,2,41,7,1,3,11,3
338,1,37,7,1,4,10,3
109,2,104,2,0,3,4,1
211,2,71,4,1,2,8,2
304,1,40,6,1,4,9,3
319,1,34,7,1,4,9,3
341,0,34,7,1,5,9,3
331,2,44,7,1,4,10,3
236,3,67,5,1,4,8,2
233,0,74,5,1,4,8,2
136,2,99,2,0,3,5,1
126,1,98,3,0,2,3,1
306,0,47,7,1,4,9,3
15,2,136,1,0,1,2,0
414,1,0,9,1,6,13,4
300,3,45,6,1,4,11,3
417,2,16,8,1,5,14,4
418,0,1,8,1,6,12,4
224,1,69,5,1,2,6,2
300,3,47,6,1,3,11,3
131,2,100,3,0,3,3,1
31,3,134,1,0,2,1,0
340,3,33,7,1,3,10,3
41,1,120,0,0,2,1,0
409,2,17,9,1,6,14,4
346,0,43,7,1,5,11,3
338,0,43,6,1,4,10,3
130,1,103,2,0,2,5,1
320,0,46,6,1,3,9,3
0,0,139,0,0,0,2,0
338,2,42,6,1,3,11,3
123,1,109,2,0,3,3,1
332,0,36,7,1,4,11,3
125,2,108,3,0,2,4,1
36,3,122,1,0,2,0,0
222,3,66,5,1,4,6,2
118,0,107,2,0,3,3,1
317,1,38,6,1,4,9,3
145,0,99,2,0,2,5,1
232,2,75,5,1,2,8,2
210,3,72,4,1,4,6,2
110,2,108,3,0,1,5,1
231,1,76,5,1,2,6,2
334,1,44,7,1,3,9,3
128,3,97,3,0,3,4,1
2,2,127,1,0,0,2,0
218,2,73,4,1,4,7,2
203,1,63,5,1,3,7,2
234,0,77,4,1,2,6,2
234,2,79,5,1,3,8,2
344,3,41,6,1,4,9,3
10,2,129,0,0,1,0,0
218,0,60,5,1,3,7,2
245,3,73,4,1,4,6,2
349,1,46,7,1,5,10,3
424,3,15,8,1,6,13,4
219,1,73,4,1,4,8,2
420,3,8,9,1,5,14,4
210,1,66,4,1,3,7,2
15,0,129,0,0,2,0,0
125,3,99,2,0,2,4,1
209,1,76,4,1,3,6,2
206,0,68,4,1,3,6,2
4,0,131,0,0,2,2,0
200,2,70,4,1,4,8,2
229,1,69,5,1,3,6,2
139,1,94,2,0,3,5,1
123,0,105,2,0,3,5,1
444,3,19,8,1,4,12,4
219,2,60,5,1,2,8,2
326,1,47,6,1,5,9,3
337,3,44,7,1,4,9,3
248,1,67,5,1,2,6,2
114,1,99,3,0,3,5,1
224,1,76,4,1,2,8,2
246,0,63,5,1,2,8,2
237,2,72,5,1,4,7,2
106,1,98,3,0,3,5,1
132,1,93,2,0,2,3,1
410,3,0,8,1,5,14,4
244,2,75,5,1,4,7,2
312,1,32,6,1,5,10,3
247,0,72,4,1,4,8,2
403,2,19,8,1,4,13,4
247,2,71,4,1,2,8,2
248,1,77,5,1,2,6,2
429,0,3,8,1,5,12,4
347,3,37,7,1,3,10,3
134,2,100,3,0,2,3,1
120,2,105,2,0,3,5,1
302,3,35,7,1,4,11,3
305,1,33,6,1,5,11,3
238,0,67,4,1,3,6,2
238,0,74,5,1,3,6,2
344,1,38,6,1,5,9,3
202,1,78,5,1,4,7,2
315,2,35,6,1,3,10,3
110,1,106,3,0,3,4,1
407,0,5,8,1,5,13,4
325,1,43,7,1,3,9,3
345,3,38,7,1,3,11,3
209,2,78,4,1,2,7,2
132,0,95,3,0,3,5,1
233,2,62,5,1,4,7,2
328,2,46,7,1,3,9,3
318,0,30,6,1,5,9,3
224,0,61,4,1,4,7,2
321,0,40,6,1,3,9,3
326,3,35,7,1,3,10,3
38,0,129,0,0,1,0,0
241,0,66,5,1,3,7,2
337,2,37,6,1,3,9,3
214,3,68,5,1,3,7,2
326,3,38,6,1,4,9,3
216,3,79,4,1,4,7,2
400,1,3,8,1,5,14,4
6,0,126,0,0,1,2,0
240,0,70,4,1,3,7,2
40,0,130,1,0,2,1,0
118,1,101,3,0,1,4,1
216,0,67,5,1,4,6,2
106,3,103,2,0,2,5,1
445,1,9,9,1,4,14,4
431,1,3,9,1,5,12,4
238,1,64,5,1,3,8,2
324,2,31,7,1,3,11,3
224,2,77,4,1,2,8,2
316,2,39,7,1,4,11,3
310,2,43,7,1,4,10,3
19,1,131,0,0,1,1,0
335,3,41,7,1,5,9,3
337,0,32,6,1,5,9,3
205,3,60,4,1,3,6,2
440,3,19,8,1,6,13,4
443,0,14,8,1,6,13,4
202,1,68,5,1,3,8,2
340,3,39,7,1,4,9,3
444,1,15,9,1,5,14,4
126,2,101,3,0,1,5,1
202,3,64,4,1,4,8,2
109,1,104,3,0,2,3,1
409,0,11,8,1,5,12,4
330,2,39,7,1,4,10,3
105,0,102,3,0,3,5,1
423,0,19,8,1,4,12,4
337,0,36,6,1,4,11,3
447,1,14,8,1,4,14,4
14,3,131,0,0,0,2,0
214,0,71,4,1,4,6,2
302,2,36,7,1,4,9,3
233,1,70,4,1,4,6,2
346,0,32,6,1,4,9,3
318,3,35,7,1,4,11,3
229,2,63,4,1,2,8,2
333,3,41,7,1,5,9,3
120,1,93,2,0,3,3,1
102,2,98,2,0,3,5,1
32,0,128,0,0,1,1,0
216,0,77,5,1,3,8,2
233,2,73,5,1,3,7,2
339,1,34,6,1,4,11,3
347,1,49,7,1,4,10,3
233,3,74,4,1,2,7,2
318,2,31,7,1,3,10,3
0,2,130,1,0,2,0,0
106,3,102,3,0,3,5,1
321,3,39,7,1,4,9,3
332,3,36,7,1,3,9,3
336,3,43,7,1,3,9,3
249,1,78,5,1,4,7,2
305,2,40,6,1,5,10,3
302,3,40,7,1,4,10,3
449,1,9,9,1,6,14,4
134,2,90,3,0,3,3,1
215,3,64,5,1,2,7,2
346,0,48,6,1,5,9,3
425,1,6,9,1,6,13,4
133,2,91,3,0,1,4,1
234,0,68,4,1,4,6,2
236,0,74,5,1,4,8,2
239,2,77,5,1,4,7,2
140,3,95,3,0,2,5,1
42,0,138,1,0,2,1,0
245,2,76,4,1,3,7,2
204,3,78,4,1,4,8,2
149,0,106,2,0,3,4,1
217,0,76,5,1,2,6,2
48,1,126,0,0,1,1,0
440,2,1,9,1,4,14,4
223,0,75,5,1,4,7,2
329,1,33,7,1,3,11,3
214,2,76,5,1,4,7,2
417,1,12,8,1,4,12,4
215,2,79,4,1,2,8,2
217,0,64,4,1,2,7,2
226,2,64,4,1,2,8,2
300,3,30,7,1,3,11,3
210,2,70,5,1,3,8,2
138,1,97,3,0,2,4,1
109,3,92,3,0,1,3,1
308,0,40,6,1,5,9,3
238,3,73,5,1,3,8,2
16,2,130,1,0,0,2,0
234,2,72,4,1,2,7,2
234,0,69,4,1,2,7,2
309,2,48,6,1,5,10,3
32,2,133,1,0,1,2,0
214,0,77,4,1,2,6,2
308,2,40,6,1,5,11,3
308,2,43,6,1,3,9,3
126,2,107,2,0,3,4,1
321,3,42,7,1,3,9,3
238,2,65,5,1,2,6,2
241,3,68,5,1,4,6,2
444,0,9,8,1,5,14,4
431,0,16,9,1,4,14,4
239,3,61,5,1,2,8,2
116,1,109,2,0,3,3,1
200,2,78,5,1,4,8,2
45,1,126,0,0,2,1,0
46,1,132,1,0,2,2,0
213,1,66,4,1,4,7,2
430,2,6,8,1,4,12,4
407,3,17,8,1,4,14,4
212,0,76,4,1,2,7,2
204,2,68,5,1,3,6,2
27,3,127,1,0,2,1,0
103,1,92,3,0,3,4,1
47,1,129,1,0,2,1,0
328,3,47,6,1,5,9,3
141,3,101,2,0,1,4,1
443,0,17,8,1,4,12,4
310,2,30,7,1,4,11,3
131,1,106,2,0,2,5,1
142,3,92,2,0,3,4,1
313,2,43,7,1,4,9,3
402,3,13,9,1,5,12,4
306,0,31,6,1,4,9,3
227,3,63,5,1,3,7,2
245,0,69,4,1,2,7,2
245,3,72,5,1,3,8,2
432,2,14,9,1,5,13,4
317,1,42,6,1,4,10,3
328,0,36,6,1,4,10,3
220,0,63,5,1,3,7,2
333,1,40,6,1,3,11,3
230,3,62,5,1,3,7,2
43,0,120,0,0,1,0,0
213,3,72,4,1,2,7,2
417,3,6,8,1,6,13,4
344,1,43,6,1,3,11,3
44,1,120,1,0,2,1,0
437,2,1,8,1,6,12,4
125,3,95,3,0,2,3,1
124,2,109,2,0,3,4,1
101,1,106,3,0,3,5,1
232,3,66,4,1,4,7,2
243,0,75,4,1,2,7,2
221,0,73,4,1,3,8,2
336,1,38,6,1,4,11,3
242,3,62,4,1,4,6,2
339,0,35,7,1,4,11,3
120,0,92,2,0,3,3,1
301,1,39,7,1,3,11,3
330,2,38,7,1,3,9,3
305,2,30,6,1,5,10,3
205,3,74,4,1,2,7,2
328,2,39,6,1,3,9,3
22,1,132,0,0,0,0,0
446,3,10,8,1,4,13,4
33,0,129,0,0,1,1,0
136,3,96,3,0,2,4,1
206,2,61,5,1,3,8,2
304,0,44,6,1,4,9,3
46,3,122,1,0,1,1,0
447,0,13,9,1,5,12,4
429,2,19,9,1,4,14,4
302,2,44,7,1,3,11,3
214,2,74,5,1,3,6,2
307,2,49,6,1,3,10,3
230,2,70,4,1,3,8,2
222,1,77,5,1,2,6,2
415,0,12,9,1,6,13,4
414,1,4,9,1,6,13,4
425,0,4,8,1,6,13,4
142,1,107,3,0,2,5,1
148,1,106,3,0,3,5,1
136,2,108,3,0,1,3,1
228,3,61,5,1,3,8,2
247,3,61,4,1,3,6,2
218,0,65,5,1,4,8,2
308,2,49,6,1,5,10,3
331,0,47,6,1,3,9,3
319,1,49,6,1,4,10,3
343,3,43,7,1,4,9,3
10,3,124,1,0,2,2,0
33,3,129,0,0,0,1,0
331,2,31,6,1,5,10,3
248,1,66,5,1,4,6,2
200,0,74,4,1,2,7,2
38,0,133,1,0,2,2,0
131,0,90,2,0,1,5,1
303,1,37,7,1,4,11,3
403,2,16,8,1,5,12,4
446,0,11,8,1,4,12,4
222,2,77,5,1,3,6,2
224,1,63,4,1,4,7,2
335,0,31,6,1,3,10,3
234,0,61,5,1,2,7,2
218,1,62,4,1,3,6,2
420,2,9,8,1,6,12,4
319,3,38,6,1,4,9,3
414,2,17,8,1,5,14,4
143,3,109,3,0,3,3,1
231,0,66,4,1,2,6,2
332,0,49,6,1,5,9,3
104,2,103,3,0,1,4,1
346,3,48,7,1,5,11,3
105,3,90,2,0,1,5,1
333,0,31,6,1,4,11,3
300,1,37,6,1,5,10,3
142,1,92,2,0,3,3,1
214,1,70,5,1,2,7,2
338,3,39,6,1,4,10,3
343,1,38,6,1,5,10,3
200,0,69,5,1,4,7,2
418,3,11,9,1,6,12,4
221,0,60,5,1,4,6,2
225,1,62,4,1,2,6,2
5,3,122,1,0,0,2,0
401,1,3,9,1,5,14,4
146,1,107,2,0,1,3,1
245,0,77,5,1,4,7,2
339,1,37,6,1,3,11,3
134,0,105,3,0,2,4,1
249,3,78,4,1,2,8,2
112,1,109,3,0,1,4,1
320,2,37,7,1,5,9,3
240,2,68,4,1,2,6,2
425,0,5,8,1,6,14,4
403,1,18,8,1,6,12,4
334,1,43,6,1,4,9,3
303,2,40,7,1,3,11,3
244,1,73,4,1,3,8,2
228,3,69,5,1,2,6,2
323,1,44,6,1,4,10,3
422,2,3,9,1,6,12,4
201,0,69,5,1,4,6,2
209,2,61,5,1,4,8,2
238,2,78,5,1,3,7,2
204,3,61,5,1,3,6,2
19,2,120,0,0,2,0,0
202,0,67,4,1,2,8,2
237,1,78,4,1,4,7,2
235,1,72,4,1,4,6,2
235,2,63,5,1,2,7,2
343,3,33,7,1,4,9,3
415,3,7,9,1,4,12,4
402,0,2,9,1,6,14,4
228,0,71,5,1,2,6,2
27,1,132,1,0,1,2,0
429,1,10,8,1,5,13,4
341,1,48,6,1,5,9,3
200,0,61,5,1,4,7,2
110,1,107,2,0,2,3,1
107,1,109,2,0,2,4,1
125,2,100,3,0,3,5,1
15,3,136,0,0,1,1,0
426,1,5,9,1,5,13,4
227,3,79,5,1,3,7,2
312,2,38,7,1,5,11,3
340,2,32,7,1,4,11,3
332,2,30,7,1,4,9,3
416,0,14,9,1,6,12,4
432,2,13,9,1,6,12,4
247,1,67,4,1,3,6,2
447,3,13,8,1,5,14,4
320,1,41,7,1,3,9,3
44,3,128,1,0,0,0,0
315,2,33,7,1,5,9,3
306,2,38,6,1,4,11,3
430,3,10,9,1,6,12,4
243,2,64,4,1,4,8,2
225,1,73,4,1,3,8,2
15,3,121,1,0,2,0,0
215,0,76,5,1,2,8,2
21,1,139,0,0,2,0,0
240,2,67,5,1,2,7,2
346,1,41,6,1,5,9,3
116,1,104,2,0,1,3,1
231,2,73,4,1,4,8,2
124,3,97,2,0,2,5,1
123,0,107,2,0,3,5,1
236,2,60,5,1,3,6,2
37,2,132,1,0,2,1,0
208,0,67,4,1,4,7,2
3,2,135,1,0,2,0,0
146,3,94,2,0,2,5,1
230,0,75,4,1,3,7,2
205,1,79,4,1,2,7,2
28,0,130,1,0,1,1,0
244,3,75,5,1,4,7,2
342,1,46,6,1,3,10,3
300,2,44,6,1,5,11,3
108,3,90,2,0,3,5,1
200,1,65,5,1,4,8,2
301,0,39,7,1,4,9,3
48,1,130,1,0,1,2,0
404,0,10,8,1,5,12,4
429,0,9,8,1,4,13,4
435,1,1,9,1,5,13,4
347,0,36,6,1,5,9,3
310,0,45,6,1,4,9,3
317,2,33,6,1,4,11,3
333,2,35,7,1,5,10,3
347,0,32,7,1,4,10,3
305,2,37,6,1,4,10,3
224,0,79,4,1,4,7,2
224,1,68,4,1,4,8,2
407,3,9,8,1,4,14,4
24,0,139,0,0,0,0,0
318,0,40,6,1,5,9,3
446,1,2,8,1,6,13,4
345,1,32,6,1,4,11,3
432,3,3,9,1,5,12,4
337,3,41,7,1,5,10,3
49,2,133,1,0,1,0,0
326,2,45,7,1,3,9,3
129,3,103,3,0,3,5,1
230,2,63,5,1,2,7,2
232,1,74,5,1,4,6,2
125,0,98,2,0,3,3,1
249,2,66,4,1,3,8,2
215,3,61,5,1,3,8,2
325,2,45,6,1,4,9,3
349,3,40,6,1,3,10,3
143,3,100,2,0,1,3,1
130,0,101,3,0,3,5,1
330,3,36,6,1,4,9,3
334,2,47,6,1,3,9,3
403,0,11,8,1,4,12,4
36,2,126,0,0,2,0,0
407,1,6,9,1,6,14,4
205,3,77,4,1,2,6,2
315,1,46,6,1,5,11,3
15,3,128,1,0,0,1,0
248,0,70,5,1,4,8,2
